source_id,status,change_type,first_seen_at,last_seen_at,inactive_since,title,description,aircraft_type,origin_airport_raw,origin_icao,origin_iata,origin_airport_name,origin_city,origin_country,destination_airport_raw,destination_icao,destination_iata,destination_airport_name,destination_city,destination_country,departure_date_raw,departure_date_iso,departure_time,arrival_time,flight_duration,price_raw,price_amount,price_currency,price_currency_symbol,seats_available,tracking_link,rss_link,booking_link,published,fetched_at
https://villiers.ai/empty-legs/kftw-kmaf-cessna-citation-ultra-2026-08-20-5ada62bc?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation Ultra | Fort Worth Meacham International Airport → Midland International Air and Space Port | $3,870",,Cessna Citation Ultra,KFTW - Fort Worth Meacham International Airport,KFTW,FTW,Fort Worth Meacham International Airport,Fort Worth,US,KMAF - Midland International Air and Space Port,KMAF,MAF,Midland International Air And Space Port Airport,Midland,US,20 August 2026,2026-08-20,12:00,13:02,1h 2m,"$3,870",3870,USD,$,7,https://villiers.ai/empty-legs/kftw-kmaf-cessna-citation-ultra-2026-08-20-5ada62bc?id=ADHUHR,https://villiers.ai/empty-legs/kftw-kmaf-cessna-citation-ultra-2026-08-20-5ada62bc?id=ADHUHR,https://villiers.ai/empty-legs/kftw-kmaf-cessna-citation-ultra-2026-08-20-5ada62bc?id=ADHUHR,"Thu, 20 Aug 2026 21:34:18 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/khou-kmdd-cessna-citation-ultra-2026-08-20-6bfadf9a?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation Ultra | William P. Hobby Airport → Midland Airpark | $4,838",,Cessna Citation Ultra,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,KMDD - Midland Airpark,KMDD,MDD,Midland Airpark,Midland,US,20 August 2026,2026-08-20,12:00,13:18,1h 18m,"$4,838",4838,USD,$,7,https://villiers.ai/empty-legs/khou-kmdd-cessna-citation-ultra-2026-08-20-6bfadf9a?id=ADHUHR,https://villiers.ai/empty-legs/khou-kmdd-cessna-citation-ultra-2026-08-20-6bfadf9a?id=ADHUHR,https://villiers.ai/empty-legs/khou-kmdd-cessna-citation-ultra-2026-08-20-6bfadf9a?id=ADHUHR,"Thu, 20 Aug 2026 21:34:18 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/kftw-kege-cessna-citation-ultra-2026-08-21-067ce78c?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation Ultra | Fort Worth Meacham International Airport → Eagle County Regional Airport | $7,633",,Cessna Citation Ultra,KFTW - Fort Worth Meacham International Airport,KFTW,FTW,Fort Worth Meacham International Airport,Fort Worth,US,KEGE - Eagle County Regional Airport,KEGE,EGE,Eagle County Regional Airport,Eagle,US,21 August 2026,2026-08-21,12:00,13:48,1h 49m,"$7,633",7633,USD,$,7,https://villiers.ai/empty-legs/kftw-kege-cessna-citation-ultra-2026-08-21-067ce78c?id=ADHUHR,https://villiers.ai/empty-legs/kftw-kege-cessna-citation-ultra-2026-08-21-067ce78c?id=ADHUHR,https://villiers.ai/empty-legs/kftw-kege-cessna-citation-ultra-2026-08-21-067ce78c?id=ADHUHR,"Thu, 20 Aug 2026 21:34:19 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/khou-kftw-cessna-citation-v-2026-08-22-ebfdf499?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation V | William P. Hobby Airport → Fort Worth Meacham International Airport | $3,440",,Cessna Citation V,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,KFTW - Fort Worth Meacham International Airport,KFTW,FTW,Fort Worth Meacham International Airport,Fort Worth,US,22 August 2026,2026-08-22,12:00,12:57,58m,"$3,440",3440,USD,$,7,https://villiers.ai/empty-legs/khou-kftw-cessna-citation-v-2026-08-22-ebfdf499?id=ADHUHR,https://villiers.ai/empty-legs/khou-kftw-cessna-citation-v-2026-08-22-ebfdf499?id=ADHUHR,https://villiers.ai/empty-legs/khou-kftw-cessna-citation-v-2026-08-22-ebfdf499?id=ADHUHR,"Thu, 20 Aug 2026 21:34:19 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/kmdd-khou-cessna-citation-v-2026-08-23-187a34d5?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation V | Midland Airpark → William P. Hobby Airport | $4,515",,Cessna Citation V,KMDD - Midland Airpark,KMDD,MDD,Midland Airpark,Midland,US,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,23 August 2026,2026-08-23,12:00,13:18,1h 18m,"$4,515",4515,USD,$,7,https://villiers.ai/empty-legs/kmdd-khou-cessna-citation-v-2026-08-23-187a34d5?id=ADHUHR,https://villiers.ai/empty-legs/kmdd-khou-cessna-citation-v-2026-08-23-187a34d5?id=ADHUHR,https://villiers.ai/empty-legs/kmdd-khou-cessna-citation-v-2026-08-23-187a34d5?id=ADHUHR,"Thu, 20 Aug 2026 21:34:20 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/eggw-lfbo-aircraft-2026-09-03-41ddde01?id=ADHUHR,inactive,removed,2026-08-14T18:47:02+00:00,2026-08-20T21:17:01+00:00,2026-08-20T21:47:01+00:00,"Private Jet | London Luton Airport → Toulouse-Blagnac Airport | £12,578",,Private Jet,EGGW - London Luton Airport,EGGW,LTN,London Luton Airport,London,GB,LFBO - Toulouse-Blagnac Airport,LFBO,TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,03 September 2026,2026-09-03,12:00,13:33,1h 34m,"£12,578",12578,GBP,£,6,https://villiers.ai/empty-legs/eggw-lfbo-aircraft-2026-09-03-41ddde01?id=ADHUHR,https://villiers.ai/empty-legs/eggw-lfbo-aircraft-2026-09-03-41ddde01?id=ADHUHR,https://villiers.ai/empty-legs/eggw-lfbo-aircraft-2026-09-03-41ddde01?id=ADHUHR,"Fri, 14 Aug 2026 18:19:45 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/khou-khqz-cessna-citation-v-2026-09-03-56c8f80f?id=ADHUHR,active,new,2026-08-20T21:47:01+00:00,2026-08-20T21:47:01+00:00,,"Cessna Citation V | William P. Hobby Airport → Mesquite Metro Airport | $3,118",,Cessna Citation V,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,KHQZ - Mesquite Metro Airport,KHQZ,,Mesquite Metro Airport,Mesquite,US,03 September 2026,2026-09-03,12:00,12:55,55m,"$3,118",3118,USD,$,7,https://villiers.ai/empty-legs/khou-khqz-cessna-citation-v-2026-09-03-56c8f80f?id=ADHUHR,https://villiers.ai/empty-legs/khou-khqz-cessna-citation-v-2026-09-03-56c8f80f?id=ADHUHR,https://villiers.ai/empty-legs/khou-khqz-cessna-citation-v-2026-09-03-56c8f80f?id=ADHUHR,"Thu, 20 Aug 2026 21:34:20 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/khou-kgtu-aircraft-2026-09-04-8b9a3416?id=ADHUHR,inactive,removed,2026-08-14T14:17:02+00:00,2026-08-20T21:17:01+00:00,2026-08-20T21:47:01+00:00,"Private Jet | William P. Hobby Airport → Georgetown Executive Airport at Johnny Gantt Field | $2,795",,Private Jet,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,KGTU - Georgetown Executive Airport at Johnny Gantt Field,KGTU,,Georgetown Executive Airport,Georgetown,US,04 September 2026,2026-09-04,12:00,12:47,48m,"$2,795",2795,USD,$,7,https://villiers.ai/empty-legs/khou-kgtu-aircraft-2026-09-04-8b9a3416?id=ADHUHR,https://villiers.ai/empty-legs/khou-kgtu-aircraft-2026-09-04-8b9a3416?id=ADHUHR,https://villiers.ai/empty-legs/khou-kgtu-aircraft-2026-09-04-8b9a3416?id=ADHUHR,"Fri, 14 Aug 2026 14:01:13 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/kmdw-kopf-2026-09-04?id=ADHUHR,inactive,removed,2026-08-05T22:38:36+00:00,2026-08-20T21:17:01+00:00,2026-08-20T21:47:01+00:00,"Bombardier Challenger 300 | Chicago Midway International Airport → Miami-Opa Locka Executive Airport | $15,840",,Bombardier Challenger 300,KMDW - Chicago Midway International Airport,KMDW,MDW,Chicago Midway International Airport,Chicago,US,KOPF - Miami-Opa Locka Executive Airport,KOPF,OPF,Miami-Opa Locka Executive Airport,Miami,US,04 September 2026,2026-09-04,12:00,14:40,2h 41m,"$15,840",15840,USD,$,9,https://villiers.ai/empty-legs/kmdw-kopf-2026-09-04?id=ADHUHR,https://villiers.ai/empty-legs/kmdw-kopf-2026-09-04?id=ADHUHR,https://villiers.ai/empty-legs/kmdw-kopf-2026-09-04?id=ADHUHR,"Sat, 06 Jun 2026 23:56:41 GMT",2026-08-20T21:47:01+00:00
https://villiers.ai/empty-legs/kpil-khou-2026-09-04?id=ADHUHR,inactive,removed,2026-08-05T22:38:36+00:00,2026-08-20T21:17:01+00:00,2026-08-20T21:47:01+00:00,"Pilatus PC-12 NG | Port Isabel Cameron County Airport → William P. Hobby Airport | $2,860",,Pilatus PC-12 NG,KPIL - Port Isabel Cameron County Airport,KPIL,,Cameron County Airport,Port Isabel,US,KHOU - William P. Hobby Airport,KHOU,HOU,William P Hobby Airport,Houston,US,04 September 2026,2026-09-04,12:00,13:00,1h 0m,"$2,860",2860,USD,$,7,https://villiers.ai/empty-legs/kpil-khou-2026-09-04?id=ADHUHR,https://villiers.ai/empty-legs/kpil-khou-2026-09-04?id=ADHUHR,https://villiers.ai/empty-legs/kpil-khou-2026-09-04?id=ADHUHR,"Tue, 09 Jun 2026 06:25:29 GMT",2026-08-20T21:47:01+00:00
